movieId,mean,count
250,3.488095238095238,42
251,3.943661971830986,71
252,3.9166666666666665,54
253,3.993150684931507,73
254,4.0394736842105265,38
255,2.8333333333333335,3
256,3.9107142857142856,28
257,3.8191489361702127,47
258,5.0,1
259,3.1842105263157894,38
260,3.3275862068965516,29
261,2.3333333333333335,9
262,4.092592592592593,27
263,2.9204545454545454,44
264,4.042857142857143,35
265,3.4054054054054053,37
266,3.6538461538461537,13
267,3.8255813953488373,43
268,4.121212121212121,33
269,3.517857142857143,56
270,3.0444444444444443,45
271,3.4,55
272,3.933333333333333,45
273,3.12,50
274,3.25,4
275,2.642857142857143,7
276,3.4761904761904763,42
277,3.921875,96
278,3.75,4
279,2.3333333333333335,6
280,4.5,2
281,5.0,1
282,4.5,1
283,4.5,2
284,2.8333333333333335,9
285,5.0,1
286,4.5,1
287,3.6666666666666665,3
288,2.75,2
289,3.5,3
290,2.619047619047619,21
291,3.49438202247191,89
292,3.983050847457627,177
293,3.3125,32
294,3.4642857142857144,28
295,4.027027027027027,37
296,4.0,1
297,3.5833333333333335,12
298,2.0,7
299,4.205882352941177,17
300,3.8333333333333335,6
301,4.3076923076923075,13
302,2.8,5
303,4.041666666666667,24
304,3.75,16
305,3.892857142857143,14
306,3.9285714285714284,21
307,3.9393939393939394,33
308,3.6,20
309,3.272727272727273,33
310,3.5972222222222223,36
311,3.5833333333333335,30
312,3.176470588235294,17
313,3.5194174757281553,103
314,3.5,74
315,3.6923076923076925,13
316,3.0,7
317,4.3,25
318,3.75,14
319,3.540983606557377,61
320,3.5833333333333335,12
321,3.4716981132075473,106
322,3.7923497267759565,183
323,3.7705479452054793,146
324,3.8181818181818183,11
325,3.3879310344827585,58
326,3.5,2
327,4.157894736842105,19
328,3.5384615384615383,13
329,4.310344827586207,29
330,4.074468085106383,47
331,3.8472222222222223,36
332,4.261904761904762,84
333,4.184210526315789,57
334,4.01,50
335,4.24,100
336,3.6444444444444444,45
337,4.25,20
338,3.5,2
339,4.5,4
340,3.466666666666667,15
341,3.75,28
342,3.9225352112676055,71
343,4.071428571428571,35
344,4.1,25
345,3.4404761904761907,42
346,4.1,15
347,3.6296296296296298,27
348,3.7111111111111112,45
349,3.659090909090909,22
350,4.177966101694915,59
351,4.149122807017544,57
352,3.8846153846153846,13
353,4.184210526315789,76
354,4.122222222222222,45
355,4.0054945054945055,91
356,4.111111111111111,45
357,4.125,8
358,4.2105263157894735,19
359,4.015151515151516,66
360,3.943548387096774,62
361,3.0930232558139537,86
362,3.875,24
363,3.7403846153846154,52
364,2.941860465116279,43
365,3.7589285714285716,56
366,4.25,16
367,4.5,4
368,4.055555555555555,9
369,4.0,11
370,2.625,4
371,3.2708333333333335,24
372,3.125,12
373,3.28125,16
374,3.3333333333333335,15
375,3.566666666666667,45
376,3.388888888888889,9
377,3.4166666666666665,12
378,3.676190476190476,105
379,3.6029411764705883,34
380,3.625,8
381,3.7787610619469025,113
382,4.1875,48
383,3.9456521739130435,46
384,3.3703703703703702,27
385,3.242424242424242,33
386,3.892857142857143,28
387,3.98,25
388,4.142857142857143,7
389,3.875,4
390,3.4166666666666665,6
391,4.1477272727272725,88
392,3.6739130434782608,23
393,4.285714285714286,7
394,3.673076923076923,26
395,3.9285714285714284,7
396,3.75,18
397,3.875,12
398,3.6607142857142856,56
399,3.1983471074380163,121
400,3.4622641509433962,53
401,3.893854748603352,179
402,3.6458333333333335,48
403,2.960526315789474,38
404,3.8563218390804597,87
405,3.9444444444444446,9
406,3.6666666666666665,3
407,4.181818181818182,11
408,3.3181818181818183,11
409,3.9166666666666665,18
410,3.769230769230769,13
411,3.8666666666666667,15
412,3.0833333333333335,6
413,4.157894736842105,19
414,3.7115384615384617,52
415,3.58,75
416,3.6875,8
417,3.466666666666667,45
418,3.659090909090909,22
419,3.85,10
420,4.071428571428571,7
421,3.5285714285714285,70
422,3.6666666666666665,75
423,4.25,18
424,3.2,5
425,2.7333333333333334,15
426,3.6666666666666665,6
427,5.0,1
428,3.8674698795180724,83
429,3.688679245283019,53
430,3.8513513513513513,37
431,3.8363636363636364,110
432,3.8518518518518516,27
433,3.521276595744681,47
434,2.923076923076923,13
435,4.3,5
436,3.8085106382978724,94
437,3.875,12
438,3.923076923076923,13
439,3.9,70
440,3.0,1
441,3.125,12
442,4.214285714285714,14
443,2.5,2
444,4.122641509433962,159
445,3.8137254901960786,51
446,3.623076923076923,65
447,3.25,2
448,2.0,1
449,4.5,2
450,3.590909090909091,55
451,3.8333333333333335,3
452,3.375,4
453,3.5,34
454,3.7142857142857144,7
455,4.333333333333333,3
456,3.735294117647059,17
457,3.7616822429906542,107
458,3.35,10
459,4.1923076923076925,13
460,3.65234375,128
461,3.8358208955223883,67
462,3.293269230769231,104
463,3.845771144278607,201
464,2.9160583941605838,137
465,3.458715596330275,109
466,3.880952380952381,42
467,3.3970588235294117,68
468,4.035714285714286,14
469,3.5185185185185186,81
470,3.040372670807453,161
471,3.941860465116279,172
472,3.497191011235955,178
473,3.1011904761904763,84
474,3.692857142857143,70
475,3.6041666666666665,24
476,3.25,24
477,3.607142857142857,14
478,3.970982142857143,224
479,3.616883116883117,77
480,3.4851851851851854,135
481,3.4318181818181817,110
482,2.357142857142857,7
483,3.0714285714285716,49
484,3.185185185185185,54
485,2.875,8
486,3.496212121212121,132
487,3.6714285714285713,70
488,3.125,8
489,3.0,13
490,3.926829268292683,82
491,3.7761194029850746,67
492,2.727272727272727,88
493,3.2222222222222223,36
494,3.125,28
495,3.625,76
496,3.5,13
497,3.3333333333333335,9
498,3.7,15
499,3.1875,8
500,3.066666666666667,15
501,2.3333333333333335,3
502,3.235294117647059,34
503,3.75,6
504,3.70625,80
505,2.532258064516129,31
506,2.5,9
507,3.4,15
508,2.764705882352941,17
509,3.966666666666667,15
510,2.5,7
511,3.15625,16
512,3.25,10
513,2.625,8
514,2.8333333333333335,9
515,3.0238095238095237,84
516,2.7857142857142856,14
517,2.4,5
518,3.4393939393939394,99
519,3.282608695652174,23
520,3.5434782608695654,46
521,3.3333333333333335,3
522,2.9516129032258065,31
523,3.5,16
524,3.494186046511628,86
525,3.2450980392156863,51
526,3.3333333333333335,3
527,2.806451612903226,62
528,2.892857142857143,14
529,2.8771929824561404,57
530,3.6359223300970873,103
531,3.5555555555555554,144
532,3.0833333333333335,54
533,3.2285714285714286,35
534,2.7,10
535,2.75,8
536,1.5,2
537,3.4027777777777777,36
538,2.264705882352941,17
539,3.0401785714285716,112
540,2.8229166666666665,48
541,3.0,1
542,2.4166666666666665,6
543,3.1,10
544,2.6666666666666665,45
545,3.0,1
546,2.716666666666667,30
547,3.1666666666666665,9
548,3.4285714285714284,21
549,2.9130434782608696,115
550,3.1666666666666665,3
551,3.0,4
552,3.0,3
553,2.3333333333333335,6
554,3.4285714285714284,14
555,3.0,1
556,3.6125,40
557,3.5384615384615383,52
558,3.3958333333333335,24
559,2.588235294117647,17
560,3.477777777777778,45
561,3.340909090909091,22
562,3.0,17
563,2.375,4
564,3.0,1
565,3.176470588235294,17
566,2.5,6
567,3.0,3
568,3.453488372093023,43
569,3.0,1
570,2.8285714285714287,35
571,3.5,14
572,2.6,10
573,3.9047619047619047,21
574,2.9411764705882355,17
575,3.4,5
576,3.5,4
577,2.9464285714285716,28
578,2.9285714285714284,7
579,3.25,22
580,3.223684210526316,38
581,3.0,2
582,3.7857142857142856,14
583,3.3375,40
584,3.233695652173913,92
585,3.5625,8
586,2.3333333333333335,3
587,3.4257425742574257,101
588,4.018796992481203,133
589,3.2,5
590,2.953125,32
591,3.6666666666666665,3
592,3.0,1
593,1.4444444444444444,9
594,3.3333333333333335,3
595,3.75,16
596,3.0789473684210527,38
597,3.2037037037037037,81
598,2.823529411764706,34
599,3.3935185185185186,108
600,3.0,6
601,2.8333333333333335,12
602,3.0,1
603,3.7662337662337664,77
604,3.4693877551020407,98
605,3.4,5
606,2.9,5
607,3.5,6
608,3.3859649122807016,57
609,2.5,2
610,3.609375,64
611,3.3333333333333335,6
612,2.357142857142857,42
613,2.6666666666666665,9
614,3.0,1
615,2.6875,8
616,3.0588235294117645,17
617,2.9166666666666665,12
618,3.060344827586207,58
619,3.3095238095238093,21
620,2.2,25
621,3.5292397660818713,171
622,2.7857142857142856,7
623,3.8181818181818183,11
624,3.15625,16
625,3.0952380952380953,21
626,2.4166666666666665,12
627,3.5,15
628,2.53125,16
629,2.5,8
630,2.675,20
631,3.142857142857143,7
632,2.6454545454545455,55
633,3.0346534653465347,101
634,2.4206349206349205,63
635,2.1666666666666665,9
636,3.5460526315789473,76
637,3.0,12
638,3.5346534653465347,101
639,2.391891891891892,37
640,2.8,5
641,2.6666666666666665,3
642,2.8666666666666667,60
643,3.2045454545454546,22
644,3.4,5
645,2.5833333333333335,6
646,3.3823529411764706,17
647,2.9339622641509435,53
648,2.8636363636363638,11
649,3.0,12
650,3.2941176470588234,17
651,3.6666666666666665,12
652,3.3780487804878048,41
653,3.813953488372093,43
654,2.3666666666666667,15
655,2.2142857142857144,7
656,3.6136363636363638,66
657,3.0,1
658,3.0555555555555554,18
659,3.130434782608696,69
660,3.485294117647059,34
661,3.0,16
662,3.3333333333333335,3
663,3.1666666666666665,12
664,2.6666666666666665,18
665,2.7857142857142856,14
666,2.0,21
667,2.75,6
668,2.6666666666666665,6
669,2.65625,16
670,3.4347826086956523,115
671,3.0,4
672,3.5714285714285716,14
673,3.411111111111111,45
674,3.642857142857143,35
675,3.1818181818181817,11
676,3.0454545454545454,33
677,2.6818181818181817,11
678,3.2857142857142856,7
679,2.8125,8
680,2.9545454545454546,11
681,2.7,5
682,3.2142857142857144,7
683,2.5714285714285716,7
684,3.090909090909091,11
685,2.5625,8
686,3.05,10
687,2.842857142857143,35
688,3.3333333333333335,3
689,2.4146341463414633,41
690,3.1578947368421053,19
691,3.0,1
692,3.3297872340425534,47
693,3.5,2
694,3.4565217391304346,23
695,3.1363636363636362,11
696,3.3369565217391304,46
697,3.25,10
698,3.0714285714285716,21
699,3.6666666666666665,3
700,3.272727272727273,33
701,3.9166666666666665,30
702,2.8333333333333335,15
703,2.5416666666666665,12
704,3.2857142857142856,7
705,3.1744186046511627,43
706,1.75,2
707,2.740740740740741,27
708,2.1,5
709,2.1666666666666665,3
710,3.8,5
711,3.0,1
712,3.0,2
713,3.5384615384615383,13
714,3.3181818181818183,11
715,2.5,13
716,3.0416666666666665,12
717,3.0,6
718,3.5,5
719,3.6724137931034484,29
720,3.1538461538461537,13
721,3.5833333333333335,6
722,4.268041237113402,97
723,3.8944954128440368,109
724,3.3012048192771086,83
725,3.9593023255813953,86
726,3.652439024390244,82
727,3.8722222222222222,90
728,3.812,125
729,3.6979166666666665,96
730,3.0543478260869565,92
731,3.455357142857143,56
732,2.933333333333333,15
733,2.207547169811321,53
734,3.0,47
735,3.8608247422680413,97
736,2.6904761904761907,21
737,2.7142857142857144,77
738,3.423076923076923,26
739,3.7439024390243905,41
740,2.7222222222222223,72
741,3.4794520547945207,73
742,3.138888888888889,54
743,3.5125,40
744,3.8676470588235294,170
745,2.9651162790697674,43
746,3.3392857142857144,56
747,2.7448979591836733,49
748,3.037037037037037,27
749,2.6666666666666665,6
750,3.484848484848485,33
751,3.871212121212121,132
752,3.8445378151260505,119
753,4.106060606060606,198
754,4.0,123
755,3.6882352941176473,85
756,3.540983606557377,122
757,3.157608695652174,92
758,3.6375,120
759,2.959016393442623,61
760,3.520408163265306,49
761,3.1666666666666665,63
762,4.155172413793103,87
763,3.5980392156862746,102
764,4.0212765957446805,188
765,3.9217391304347826,115
766,3.7244897959183674,49
767,3.723684210526316,76
768,3.3541666666666665,96
769,2.5606060606060606,33
770,3.778523489932886,149
771,3.4015151515151514,66
772,3.151898734177215,79
773,3.903225806451613,62
774,4.118918918918919,185
775,2.625,8
776,3.6285714285714286,35
777,4.083333333333333,6
778,3.5760869565217392,92
779,3.913978494623656,93
780,2.25,12
781,3.551282051282051,39
782,3.8037974683544302,79
783,3.7866666666666666,75
784,1.3333333333333333,9
785,3.1923076923076925,26
786,2.5,7
787,2.638888888888889,18
788,2.5,5
789,2.3461538461538463,13
790,3.6666666666666665,6
791,3.7435897435897436,39
792,3.1818181818181817,33
793,3.6842105263157894,19
794,3.836,125
795,3.1363636363636362,11
796,3.609375,32
797,3.263157894736842,38
798,3.2906976744186047,43
799,3.8333333333333335,6
800,3.5285714285714285,35
801,3.1666666666666665,12
802,3.5789473684210527,19
803,3.05,10
804,3.026315789473684,19
805,2.25,8
806,3.857142857142857,84
807,3.5,17
808,3.4294871794871793,78
809,3.8620689655172415,116
810,2.269230769230769,13
811,3.15,50
812,3.3548387096774195,31
813,3.869565217391304,23
814,4.25,2
815,3.388888888888889,9
816,3.355769230769231,52
817,3.3780487804878048,41
818,3.1,10
819,2.8333333333333335,9
820,3.08,25
821,3.4545454545454546,11
822,3.25,8
823,3.9444444444444446,81
824,3.3,20
825,3.2083333333333335,24
826,3.1,5
827,2.9956896551724137,116
828,4.125,4
829,3.3333333333333335,6
830,4.333333333333333,27
831,2.7708333333333335,24
832,3.6666666666666665,15
833,3.65,40
834,2.5,2
835,3.5057471264367814,87
836,3.3555555555555556,45
837,3.9696969696969697,33
838,3.0,7
839,2.892857142857143,14
840,3.0,18
841,4.052631578947368,19
842,3.7941176470588234,17
843,1.8333333333333333,3
844,2.4642857142857144,14
845,3.5,2
846,3.0,5
847,2.8461538461538463,65
848,2.7708333333333335,24
849,1.6666666666666667,3
850,2.5,4
851,2.925925925925926,27
852,4.5,2
853,2.625,4
854,3.25,2
855,3.9456521739130435,46
856,3.518181818181818,55
857,1.0,1
858,4.166666666666667,3
859,2.625,4
860,4.071428571428571,7
861,2.0,1
862,3.887323943661972,71
863,3.369047619047619,42
864,4.063291139240507,79
865,3.8588235294117648,85
866,2.6911764705882355,34
867,3.15625,64
868,3.5,14
869,3.715909090909091,44
870,3.0535714285714284,28
871,2.6052631578947367,19
872,3.263157894736842,19
873,3.2758620689655173,29
874,3.0625,8
875,3.9609929078014185,141
876,2.409090909090909,11
877,3.788135593220339,59
878,3.6470588235294117,17
879,3.375,12
880,2.8,10
881,3.9375,8
882,3.5531914893617023,47
883,3.0714285714285716,7
884,3.7564102564102564,39
885,3.4270833333333335,48
886,3.3191489361702127,47
887,3.5657894736842106,38
888,3.3333333333333335,6
889,3.025,20
890,3.7916666666666665,48
891,3.1363636363636362,11
892,3.1666666666666665,45
893,3.0,6
894,3.2796610169491527,59
895,3.5555555555555554,27
896,3.7564102564102564,39
897,3.4411764705882355,17
898,3.7934782608695654,46
899,3.68125,80
900,4.25,2
901,2.9166666666666665,6
902,3.697530864197531,81
903,3.769230769230769,65
904,3.3,20
905,3.4285714285714284,14
906,2.875,4
907,2.75,8
908,2.9642857142857144,14
909,3.09375,16
910,2.5,10
911,3.4571428571428573,35
912,2.409090909090909,22
913,3.6176470588235294,34
914,2.8181818181818183,11
915,4.004761904761905,105
916,3.5,16
917,3.8879310344827585,58
918,3.6666666666666665,12
919,2.9583333333333335,12
920,3.8333333333333335,6
921,3.71875,32
922,3.5,1
923,2.6666666666666665,9
924,3.8333333333333335,3
925,3.75,12
926,3.6030927835051547,97
927,3.853448275862069,58
928,2.6666666666666665,3
929,2.0,1
930,2.45,10
931,3.6842105263157894,38
932,3.7962962962962963,27
933,2.6666666666666665,6
934,4.043103448275862,58
935,3.9166666666666665,24
936,2.7857142857142856,7
937,2.6666666666666665,3
938,2.9285714285714284,14
939,3.375,4
940,3.323529411764706,17
941,3.9838709677419355,31
942,3.8333333333333335,21
943,2.2142857142857144,7
944,4.108108108108108,37
945,3.875,4
946,3.466666666666667,30
947,2.7,5
948,3.25,30
949,2.9166666666666665,6
950,3.81,50
951,0.5,1
952,3.629032258064516,31
953,1.875,4
954,3.5789473684210527,19
955,2.9166666666666665,6
956,3.933333333333333,15
957,3.0,2
958,3.58,25
959,3.6206896551724137,29
960,3.6875,8
961,3.7788461538461537,52
962,3.0,2
963,3.8333333333333335,3
964,4.5,1
965,4.0,1
966,3.986111111111111,36
967,3.0,2
968,3.0588235294117645,17
969,4.0,1
970,3.6538461538461537,13
971,2.5434782608695654,46
972,3.25,40
973,3.0,2
974,3.875,40
975,2.710526315789474,19
976,3.8404255319148937,47
977,3.4044117647058822,68
978,2.8541666666666665,24
979,2.625,24
980,3.3461538461538463,13
981,2.7954545454545454,22
982,3.3333333333333335,3
983,3.3448275862068964,58
984,3.025,20
985,3.2222222222222223,18
986,3.5,19
987,3.414285714285714,140
988,3.2142857142857144,7
989,1.9545454545454546,33
990,2.8484848484848486,33
991,2.9347826086956523,46
992,1.8333333333333333,9
993,4.0,24
994,2.935483870967742,31
995,3.0697674418604652,43
996,3.176470588235294,17
997,3.1176470588235294,51
998,2.7758620689655173,29
999,2.8448275862068964,29
1000,3.5277777777777777,54
1001,2.9583333333333335,36
1002,3.1979166666666665,48
1003,3.6666666666666665,15
1004,2.8333333333333335,9
1005,3.1363636363636362,11
1006,2.94,25
1007,3.4285714285714284,14
1008,3.576923076923077,52
1009,3.225,40
1010,3.5641025641025643,39
1011,2.9285714285714284,35
1012,3.0714285714285716,7
1013,3.1511627906976742,43
1014,3.221311475409836,61
1015,3.448529411764706,68
1016,3.2,25
1017,2.891304347826087,23
1018,3.0444444444444443,45
1019,3.3421052631578947,19
1020,3.0714285714285716,7
1021,4.155913978494624,93
1022,2.9358974358974357,39
1023,2.4714285714285715,35
1024,3.625,8
1025,2.8055555555555554,54
1026,2.6792452830188678,53
1027,4.2890625,192
1028,3.9642857142857144,126
1029,3.0,27
1030,3.7456896551724137,116
1031,3.953488372093023,86
1032,3.4404761904761907,42
1033,3.1808510638297873,47
1034,3.425373134328358,67
1035,3.4318181818181817,44
1036,3.5232558139534884,43
1037,2.8,15
1038,3.840909090909091,44
1039,3.4166666666666665,36
1040,3.788135593220339,59
1041,3.4242424242424243,33
1042,3.7,100
1043,3.6272727272727274,55
1044,3.9594594594594597,37
1045,3.9741379310344827,58
1046,3.630434782608696,46
1047,3.868181818181818,110
1048,3.4918032786885247,61
1049,3.6052631578947367,19
1050,3.9453125,64
1051,4.0055555555555555,90
1052,3.8680555555555554,72
1053,3.4838709677419355,62
1054,3.824468085106383,94
1055,4.0576923076923075,104
1056,3.388888888888889,18
1057,3.9456521739130435,46
1058,3.96875,32
1059,3.6666666666666665,42
1060,3.776923076923077,65
1061,3.642857142857143,14
1062,3.5294117647058822,17
1063,3.95,30
1064,3.1666666666666665,21
1065,3.6029411764705883,34
1066,3.869565217391304,69
1067,3.435185185185185,54
1068,3.2962962962962963,27
1069,3.640625,32
1070,3.3,20
1071,3.026315789473684,19
1072,3.578125,32
1073,4.0476190476190474,21
1074,3.7419354838709675,31
1075,3.977272727272727,44
1076,3.7162162162162162,37
1077,4.0508474576271185,59
1078,3.8448275862068964,29
1079,3.25,10
1080,3.8536585365853657,41
1081,3.8333333333333335,54
1082,3.7045454545454546,22
1083,3.0714285714285716,14
1084,4.0,48
1085,3.813953488372093,43
1086,3.4375,8
1087,3.6785714285714284,14
1088,3.890625,32
1089,3.642857142857143,7
1090,3.1666666666666665,6
1091,3.925925925925926,27
1092,3.6666666666666665,6
1093,4.105769230769231,104
1094,4.100806451612903,124
1095,3.8333333333333335,9
1096,3.8958333333333335,48
1097,4.170454545454546,44
1098,3.9,10
1099,4.035714285714286,56
1100,3.5869565217391304,23
1101,4.203007518796992,133
1102,4.145833333333333,72
1103,4.120689655172414,58
1104,4.089285714285714,28
1105,3.8706896551724137,58
1106,4.211864406779661,59
1107,3.7333333333333334,15
1108,4.044117647058823,34
1109,4.25,30
1110,4.271929824561403,57
1111,4.133333333333334,15
1112,4.017857142857143,28
1113,3.6,25
1114,3.422222222222222,45
1115,3.272727272727273,22
1116,3.08974358974359,39
1117,3.9583333333333335,48
1118,4.0,9
1119,3.8055555555555554,36
1120,3.4871794871794872,39
1121,4.25,12
1122,4.0,19
1123,4.090909090909091,11
1124,3.981651376146789,109
1125,4.183333333333334,120
1126,3.8684210526315788,19
1127,4.0625,24
1128,4.0,23
1129,4.1603053435114505,131
1130,3.8157894736842106,19
1131,4.089743589743589,39
1132,3.814814814814815,81
1133,4.109090909090909,55
1134,3.8620689655172415,145
1135,4.305555555555555,18
1136,4.25968992248062,129
1137,4.1875,40
1138,3.9765625,64
1139,3.261904761904762,42
1140,3.9384615384615387,65
1141,3.730769230769231,39
1142,3.0454545454545454,22
1143,4.323529411764706,17
1144,4.151515151515151,33
1145,3.7,45
1146,4.1466666666666665,75
1147,3.7115384615384617,52
1148,4.038461538461538,13
1149,4.075,40
1150,3.735294117647059,34
1151,3.864406779661017,59
1152,3.8859649122807016,57
1153,3.760869565217391,23
1154,3.75,28
1155,3.738095238095238,42
1156,3.0925925925925926,81
1157,3.8,65
1158,3.0923076923076924,65
1159,4.03921568627451,102
1160,3.081081081081081,37
1161,3.7222222222222223,36
1162,4.229166666666667,24
1163,4.0625,16
1164,4.225,20
1165,3.879120879120879,91
1166,3.7661290322580645,62
1167,2.753731343283582,67
1168,3.6979166666666665,48
1169,3.1875,8
1170,3.8072916666666665,96
1171,3.4166666666666665,6
1172,3.1923076923076925,26
1173,2.7291666666666665,24
1174,2.706896551724138,29
1175,1.9411764705882353,17
1176,3.5657894736842106,38
1177,1.75,14
1178,3.378640776699029,103
1179,3.8394495412844036,109
1180,3.9358974358974357,39
1181,2.5161290322580645,31
1182,3.475806451612903,62
1183,2.859375,32
1184,4.22093023255814,43
1185,3.72,25
1186,3.551282051282051,78
1187,2.92,50
1188,3.125,8
1189,3.75,20
1190,3.9328358208955225,67
1191,3.59375,16
1192,3.5,5
1193,3.0555555555555554,18
1194,3.509259259259259,54
1195,4.388888888888889,9
1196,4.166666666666667,3
1197,3.0,37
1198,3.8169642857142856,112
1199,3.519230769230769,26
1200,3.8636363636363638,11
1201,3.7758620689655173,58
1202,3.202127659574468,47
1203,3.875,44
1204,3.1052631578947367,19
1205,4.108695652173913,46
