userId,mean,count
112,3.6466666666666665,150
113,3.435483870967742,31
114,3.767857142857143,112
115,3.4367816091954024,87
116,3.3393939393939394,165
117,3.8181818181818183,22
118,4.176744186046512,215
119,3.409090909090909,22
120,3.293103448275862,58
121,4.546232876712328,292
122,4.035714285714286,56
123,3.99,50
124,3.859722222222222,360
125,3.289473684210526,38
126,3.1136363636363638,22
127,4.363636363636363,33
128,3.9214285714285713,140
129,3.5357142857142856,28
130,3.4420289855072466,69
131,3.0389048991354466,347
132,3.0,35
133,3.5714285714285716,35
134,3.630824372759857,279
135,3.315315315315315,111
136,3.978723404255319,141
137,3.522727272727273,22
138,2.1443298969072164,194
139,3.4991776315789473,608
140,3.5386904761904763,168
141,3.8157894736842106,38
142,3.323943661971831,71
143,3.62890625,128
144,3.347826086956522,23
145,3.140625,32
146,3.375,20
147,3.7395833333333335,48
148,2.7241379310344827,58
149,3.576923076923077,26
150,3.542372881355932,59
151,4.023809523809524,63
152,2.217877094972067,179
153,4.382352941176471,34
154,3.608695652173913,46
155,3.692211055276382,398
156,3.4761904761904763,21
157,3.423076923076923,26
158,3.2731958762886597,97
159,2.708237986270023,437
160,3.8333333333333335,39
161,4.2368421052631575,38
162,3.0,23
163,4.25,36
164,3.5384615384615383,65
165,4.073684210526316,190
166,3.439306358381503,173
167,4.462765957446808,94
168,4.24907063197026,269
169,3.34,50
170,4.634146341463414,82
171,3.826923076923077,26
172,3.48,25
173,3.656716417910448,67
174,3.5416666666666665,24
175,4.055555555555555,36
176,3.375553097345133,904
177,4.090909090909091,77
178,3.782608695652174,69
179,3.5625,24
180,2.940677966101695,118
181,3.5112589559877176,977
182,3.824561403508772,57
183,3.705223880597015,134
184,3.5319148936170213,47
185,4.079646017699115,226
186,3.7751937984496124,258
187,4.395833333333333,48
188,4.1,20
189,3.909090909090909,66
190,3.7411764705882353,85
191,4.045454545454546,22
192,3.8,35
193,3.475,20
194,3.5294117647058822,187
195,3.9375,32
196,3.857142857142857,35
197,3.491304347826087,230
198,3.3953168044077136,363
199,3.809880239520958,334
200,4.1,110
201,3.8188585607940446,403
202,3.8444444444444446,45
203,3.9578313253012047,83
204,3.8703703703703702,27
205,4.04,25
206,2.875,20
207,3.3076923076923075,26
208,4.242857142857143,35
209,4.079710144927536,138
210,3.904494382022472,89
211,3.590725806451613,248
212,3.8273809523809526,84
213,2.8636363636363638,22
214,3.9081632653061225,98
215,3.6646341463414633,164
216,2.761827079934747,613
217,3.3653846153846154,26
218,3.165719696969697,528
219,3.963768115942029,207
220,4.126888217522659,331
221,3.166,250
222,3.2733333333333334,75
223,4.2592592592592595,54
224,3.6533333333333333,75
225,3.4763313609467454,507
226,4.202127659574468,94
227,3.74,25
228,3.7384615384615385,65
229,2.8597122302158273,139
230,3.8541666666666665,24
231,3.2505800464037122,862
232,3.3,150
233,3.504950495049505,202
234,3.646153846153846,65
235,3.966666666666667,30
236,3.36,50
237,3.6818181818181817,44
238,4.026881720430108,279
239,3.9140625,128
240,3.9802631578947367,76
241,3.6,35
242,4.138888888888889,36
243,3.774193548387097,93
244,2.7142857142857144,21
245,4.252450980392157,204
246,3.7466666666666666,150
247,3.7450980392156863,51
248,3.6964627151051626,1046
249,4.222222222222222,27
250,4.869565217391305,23
251,4.197368421052632,38
252,4.351063829787234,47
253,3.9803149606299213,127
254,2.5681818181818183,44
255,3.9454022988505746,174
256,3.2,20
257,4.2,25
258,3.1206896551724137,29
259,3.7598684210526314,152
260,3.858490566037736,53
261,3.1052631578947367,57
262,3.716666666666667,210
263,3.5625,56
264,3.3496932515337425,163
265,3.5,180
266,4.175438596491228,57
267,3.2713178294573644,129
268,3.6206896551724137,29
269,3.2,40
270,3.186046511627907,43
271,3.629032258064516,31
272,4.0,55
273,3.235884101040119,1346
274,4.086848635235732,403
275,4.390243902439025,41
276,3.5714285714285716,28
277,3.875,20
278,3.647727272727273,176
279,3.9005102040816326,196
280,3.2142857142857144,21
281,4.033755274261603,237
282,3.3142857142857145,35
283,3.715909090909091,88
284,3.9583333333333335,36
285,3.7877358490566038,106
286,2.6217105263157894,152
287,3.1459715639810426,1055
288,3.625,24
289,4.142322097378277,267
290,4.258064516129032,31
291,3.3015695067264574,446
292,2.619047619047619,21
293,2.610983981693364,437
294,3.7439024390243905,41
295,4.166666666666667,27
296,2.5972222222222223,72
297,2.363684771033014,939
298,3.652173913043478,23
299,4.296875,32
300,3.3201754385964914,114
301,4.0,32
302,3.9056603773584904,53
303,3.8703703703703702,216
304,3.9246676514032495,677
305,3.3169642857142856,112
306,2.6656410256410257,975
307,2.4260869565217393,115
308,3.8398058252427183,103
309,3.53125,64
310,2.3392857142857144,28
311,3.708520179372197,223
312,3.4323529411764704,340
313,3.046875,128
314,3.3636363636363638,33
315,3.0,53
316,3.7301587301587302,189
317,3.755972696245734,879
318,4.428571428571429,35
319,3.525,20
320,3.5714285714285716,56
321,3.411214953271028,107
322,3.173469387755102,98
323,3.142857142857143,21
324,3.5444444444444443,270
325,4.016447368421052,152
326,4.104166666666667,48
327,3.2254901960784315,255
328,2.869565217391304,23
329,3.6902834008097165,247
330,3.6279761904761907,168
331,3.599250936329588,267
332,2.64,25
333,3.418831168831169,154
334,3.6785714285714284,28
335,4.321428571428571,56
336,4.207792207792208,77
337,2.9358974358974357,39
338,4.070080862533692,371
339,4.214285714285714,28
340,3.798076923076923,52
341,2.9393939393939394,66
342,4.059322033898305,59
343,3.7681159420289854,69
344,3.903225806451613,62
345,3.682926829268293,164
346,3.5555555555555554,45
347,4.672727272727273,55
348,3.72972972972973,37
349,3.25,40
350,3.6666666666666665,141
351,3.7806122448979593,294
352,3.488888888888889,90
353,3.734513274336283,226
354,3.8846153846153846,26
355,4.02076124567474,289
356,3.9569190600522193,383
357,3.2560975609756095,41
358,3.418918918918919,74
359,3.36,25
360,3.1804123711340204,97
361,4.243119266055046,109
362,3.3,30
363,4.190476190476191,21
364,2.7509025270758123,277
365,3.9516129032258065,31
366,3.8594594594594596,185
367,2.8422174840085286,469
368,3.391472868217054,129
369,3.5483870967741935,93
370,4.548780487804878,41
371,3.3559322033898304,236
372,3.19,100
373,3.6363636363636362,33
374,3.909090909090909,33
375,4.06390977443609,133
376,3.9122137404580153,131
377,4.0,48
378,3.388888888888889,36
379,3.6732348111658455,1218
380,3.542194092827004,474
381,3.508591065292096,291
382,3.7941176470588234,34
383,3.085714285714286,70
384,3.4029850746268657,201
385,2.75,68
386,3.2585199610516065,1027
387,3.6206896551724137,29
388,4.117647058823529,34
389,3.8395061728395063,81
390,3.715025906735751,386
391,3.2,25
392,3.841463414634146,123
393,2.9565217391304346,23
394,3.0491803278688523,61
395,3.142857142857143,28
396,3.9565217391304346,23
397,4.25,46
398,3.9444444444444446,36
399,4.511627906976744,43
400,3.5277777777777777,72
401,3.8541666666666665,48
402,3.764705882352941,34
403,3.4,60
404,4.008333333333334,120
405,3.25,20
406,4.113636363636363,22
407,4.092198581560283,141
408,3.8412698412698414,126
409,4.059880239520958,167
410,3.2598425196850394,127
411,3.892156862745098,102
412,4.410714285714286,56
413,3.391957005189029,2698
414,4.085106382978723,94
415,3.0686274509803924,51
416,4.462686567164179,67
417,3.639784946236559,93
418,3.803225806451613,155
419,3.8226950354609928,141
420,4.108108108108108,37
421,3.3225806451612905,93
422,3.717391304347826,23
423,3.6739130434782608,138
424,3.5326797385620914,306
425,3.6818181818181817,88
426,3.1011904761904763,84
427,2.64,300
428,3.9827586206896552,58
429,3.7413793103448274,58
430,2.725,20
431,3.646153846153846,260
432,3.772727272727273,22
433,3.781115879828326,233
434,4.321428571428571,42
435,3.1792452830188678,106
436,3.80327868852459,122
437,3.3551181102362206,635
438,4.119047619047619,21
439,3.893939393939394,33
440,4.522222222222222,45
441,1.275,20
442,4.121621621621622,37
443,3.8095238095238093,42
444,3.857142857142857,77
445,3.2142857142857144,84
446,3.871794871794872,78
447,2.8473712446351933,1864
448,3.289473684210526,38
449,4.0,51
450,3.7941176470588234,34
451,4.556930693069307,202
452,3.942122186495177,311
453,3.7666666666666666,45
454,3.456140350877193,57
455,3.813953488372093,43
456,3.46,50
457,4.1525423728813555,59
458,4.346153846153846,26
459,4.201219512195122,82
460,2.9444444444444446,27
461,3.4065934065934065,455
462,3.787878787878788,33
463,3.753623188405797,138
464,4.156521739130435,115
465,3.9292035398230087,113
466,3.409090909090909,22
467,3.393939393939394,33
468,3.6731182795698927,465
469,3.5125,80
470,3.875,28
471,4.120689655172414,29
472,3.418918918918919,37
473,3.398956356736243,2108
474,4.409677419354839,155
475,3.681159420289855,69
476,3.736666666666667,600
477,2.8181818181818183,22
478,3.320441988950276,181
479,3.27511961722488,836
480,2.806451612903226,31
481,3.40625,128
482,3.618818681318681,728
483,3.8145454545454545,275
484,3.869565217391304,23
485,4.017857142857143,56
486,3.142857142857143,56
487,3.8828828828828827,111
488,3.017746913580247,648
489,3.15929203539823,113
490,4.15625,64
491,3.8677685950413223,121
492,3.6885245901639343,61
493,4.2272727272727275,22
494,4.009433962264151,265
495,3.413793103448276,29
496,3.5686274509803924,51
497,4.057142857142857,35
498,3.8333333333333335,27
499,3.244186046511628,86
500,3.2,45
501,3.4285714285714284,35
502,3.3421052631578947,95
503,3.82183908045977,87
504,4.17741935483871,31
505,3.261904761904762,42
506,3.380952380952381,21
507,2.1458333333333335,24
508,3.21627408993576,467
509,2.9027777777777777,108
510,4.125,52
511,3.78,50
512,3.890625,32
513,3.3110831234256928,397
514,4.846153846153846,26
515,3.6923076923076925,26
516,2.38625,400
517,3.5416666666666665,24
518,4.326923076923077,26
519,3.881720430107527,186
520,3.6,40
521,3.83,200
522,4.693333333333333,75
523,3.4580152671755724,131
524,3.542,500
525,4.189655172413793,58
526,4.119760479041916,167
527,3.4726027397260273,73
528,3.2,25
529,3.7777777777777777,27
530,3.772727272727273,22
531,4.28,50
532,4.381578947368421,38
533,3.8048076923076923,520
534,2.6666666666666665,30
535,3.4,40
536,4.0638297872340425,47
537,4.472972972972973,37
538,3.8026315789473686,38
539,4.0,42
540,3.3908045977011496,87
541,3.5088495575221237,113
542,4.453947368421052,76
543,4.363636363636363,22
544,3.369565217391304,23
545,3.4375,64
546,4.142857142857143,21
547,4.096153846153846,26
548,3.6666666666666665,21
549,4.107142857142857,28
550,3.7154471544715446,123
551,3.11968085106383,188
552,4.337349397590361,83
553,4.0,89
554,3.4550173010380623,578
555,4.078125,32
556,3.8518518518518516,27
557,3.9285714285714284,56
558,3.2857142857142856,140
559,3.567685589519651,458
560,3.372277227722772,505
561,4.093073593073593,231
562,3.300469483568075,213
563,3.5796178343949046,157
564,3.6551724137931036,29
565,3.5405405405405403,74
566,2.2454545454545456,385
567,4.130434782608695,23
568,4.0,20
569,3.4162303664921465,191
570,2.5714285714285716,112
571,4.122580645161291,155
572,4.212374581939799,299
573,3.9565217391304346,23
574,3.1666666666666665,36
575,3.1,20
576,3.5652173913043477,161
577,3.962962962962963,27
578,3.9726027397260273,73
579,3.529816513761468,436
580,4.375,40
581,4.026785714285714,56
582,3.294642857142857,56
583,4.108433734939759,83
584,4.336065573770492,61
585,4.365384615384615,208
586,3.9757575757575756,165
587,3.25,56
588,4.025,40
589,3.355769230769231,728
590,3.2777777777777777,54
591,3.5851063829787235,94
592,3.266990291262136,103
593,3.9245689655172415,232
594,4.2,20
595,3.495133819951338,411
596,3.9774266365688487,443
597,3.8095238095238093,21
598,2.6420500403551253,2478
599,2.991480996068152,763
600,4.425742574257426,101
601,3.3925925925925924,135
602,3.5079533404029695,943
603,3.48,100
604,3.2104072398190047,221
605,3.6573991031390136,1115
606,3.786096256684492,187
607,3.1341756919374246,831
608,3.27027027027027,37
609,3.6885560675883258,1302
